"orgUnit","n_case","pev","rain_mm","temp_c","wealth_index","elevation","LLIN_use","csb_type","time_to_district","LLIN_wane","period"
"CSB1 AMBALAVOLO",0,20.5550504385384,55.2605157119874,24.9874848120379,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.16986301369863,"201510"
"CSB1 AMBALAVOLO",3,20.5969995193073,127.534344968366,26.1956505050131,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.254794520547945,"201511"
"CSB1 AMBALAVOLO",4,14.5751668707599,246.120366598924,26.4235925009213,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.336986301369863,"201512"
"CSB1 AMBALAVOLO",0,15.1967295181471,198.098989627545,25.5629208894269,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.421917808219178,"201601"
"CSB1 AMBALAVOLO",0,11.7832541765474,170.536213909394,25.2896444759997,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.506849315068493,"201602"
"CSB1 AMBALAVOLO",0,10.1121624751667,224.634334176351,24.4187170842615,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.586301369863014,"201603"
"CSB1 AMBALAVOLO",0,10.8728778160743,7.40862073770261,23.1164202456542,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.671232876712329,"201604"
"CSB1 AMBALAVOLO",0,7.27719033776493,0,19.979265968087,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.753424657534247,"201605"
"CSB1 AMBALAVOLO",0,6.94768205616776,0,18.7459359148549,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.838356164383562,"201606"
"CSB1 AMBALAVOLO",5,7.48103322985304,0,18.1770599287797,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.920547945205479,"201607"
"CSB1 AMBALAVOLO",1,12.7512126866719,0,20.1690984996868,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.00547945205479,"201608"
"CSB1 AMBALAVOLO",2,18.942768083668,0,22.1229010785881,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.09041095890411,"201609"
"CSB1 AMBALAVOLO",3,26.6450973053211,50.5937175426992,25.6162305599894,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.17260273972603,"201610"
"CSB1 AMBALAVOLO",0,23.593894432834,125.435660547658,26.4258659411092,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.25753424657534,"201611"
"CSB1 AMBALAVOLO",0,26.4491190993376,66.6397222896328,26.8695976093111,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.33972602739726,"201612"
"CSB1 AMBALAVOLO",1,29.27281155939,38.3782812692037,26.9057013079702,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.42465753424658,"201701"
"CSB1 AMBALAVOLO",13,16.5469951076022,244.129604507273,25.803236916198,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.50958904109589,"201702"
"CSB1 AMBALAVOLO",42,9.70316761212182,220.321610047779,24.3541435274607,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.58630136986301,"201703"
"CSB1 AMBALAVOLO",13,8.60091431756992,44.7800261868104,22.9178522417898,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.67123287671233,"201704"
"CSB1 AMBALAVOLO",15,9.12497228871966,0,21.553940146164,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.75342465753425,"201705"
"CSB1 AMBALAVOLO",0,7.00075544743774,0,19.8550510151029,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.83835616438356,"201706"
"CSB1 AMBALAVOLO",2,8.41324651821602,0,19.1283135744562,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.92054794520548,"201707"
"CSB1 AMBALAVOLO",0,9.8360158611108,0,19.847942670902,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.00547945205479,"201708"
"CSB1 AMBALAVOLO",2,14.3783757207623,0,22.4143602093859,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.09041095890411,"201709"
"CSB1 AMBALAVOLO",5,15.4184468169478,0.527045322431293,24.4985287224227,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.17260273972603,"201710"
"CSB1 AMBALAVOLO",2,12.6549123258225,164.36013358614,25.0710261150492,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.25753424657534,"201711"
"CSB1 AMBALAVOLO",16,15.6862404228704,308.541993771545,25.8365811380345,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.33972602739726,"201712"
"CSB1 AMBALAVOLO",29,14.3379804741344,288.888398438524,25.2237202065293,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.42465753424658,"201801"
"CSB1 AMBALAVOLO",1,13.8183548666626,169.377511990298,25.1294038149655,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.50958904109589,"201802"
"CSB1 AMBALAVOLO",26,12.7793167927297,118.121442506834,24.4998230288695,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.58630136986301,"201803"
"CSB1 AMBALAVOLO",36,8.81806050565346,33.8519863353069,22.6060866829038,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.67123287671233,"201804"
"CSB1 AMBALAVOLO",36,8.82113576128047,0,21.6362586904862,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.75342465753425,"201805"
"CSB1 AMBALAVOLO",1,8.99214875721409,0,19.8541760206141,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.83835616438356,"201806"
"CSB1 AMBALAVOLO",5,6.39011436879867,0,18.2441343505558,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,2.92054794520548,"201807"
"CSB1 AMBALAVOLO",0,13.8153585146495,0,20.7993007366034,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.00273972602739726,"201808"
"CSB1 AMBALAVOLO",1,18.6516534710588,0,23.1024895157615,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.0876712328767123,"201809"
"CSB1 AMBALAVOLO",3,17.6588162101837,10.3763183423303,24.4442562786436,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.16986301369863,"201810"
"CSB1 AMBALAVOLO",10,15.7202342972612,54.1189836979309,25.6157992223009,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.254794520547945,"201811"
"CSB1 AMBALAVOLO",10,19.5647669295371,116.005841303591,26.4350124568438,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.336986301369863,"201812"
"CSB1 AMBALAVOLO",15,14.0863351896829,297.675463120664,25.8547752488986,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.421917808219178,"201901"
"CSB1 AMBALAVOLO",13,15.0195027322698,150.195231757225,25.4549112222998,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.506849315068493,"201902"
"CSB1 AMBALAVOLO",19,10.7575965031101,149.341252121777,24.5510723423839,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.583561643835616,"201903"
"CSB1 AMBALAVOLO",16,10.12805753716,50.4147662749915,23.8456656402178,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.668493150684932,"201904"
"CSB1 AMBALAVOLO",6,8.38822418108894,0,21.4088912451276,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.750684931506849,"201905"
"CSB1 AMBALAVOLO",2,5.68223588249547,12.541273579109,19.0243673561968,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.835616438356164,"201906"
"CSB1 AMBALAVOLO",1,8.93010456466817,0,19.0736657613545,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,0.917808219178082,"201907"
"CSB1 AMBALAVOLO",0,12.8234557954817,0,20.6452177629242,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.0027397260274,"201908"
"CSB1 AMBALAVOLO",1,13.1604750337429,0,22.5114786233165,2.53209486497458,380.944776119403,0.289976705109649,"CSB1",6.233,1.08767123287671,"201909"
